Complaint number,Complaint filed against,Complaint filed by,Reason complaint filed,Confirmed complaint,How resolved,Received date,Closed date,Complaint type,Coverage type,Coverage level,Others involved,Respondent ID,Respondent Role,Respondent type,Complainant type,Keywords
73655,State Farm Lloyds,Third Party,Unsatisfactory Settle/Offer,No,Complainant Retained Attorney; Additional Payment Expected; Question of Fact,8/22/2014,10/16/2014,Property and Casualty,Homeowners,Homeowners,Associated Subject Person,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; GR-Claim Evaluation; MOLD; WATER DAMAGE
73728,State Farm Lloyds,Insured,Premium and Rating; Use Of Clue Reports,Yes,Information Furnished,8/27/2014,10/23/2014,Property and Casualty,Homeowners,Homeowners,,3105,Ins Co - Licensed/Active,Organization,INDV,UNDERWRITING CRITERIA
74062,State Farm Lloyds,Insured,Denial Of Claim,No,Information Furnished; Company Position Upheld; Question of Fact,9/2/2014,10/27/2014,Property and Casualty,Homeowners,Homeowners,,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; GR-Claim Evaluation; HAIL; ROOF; UNDERWRITING CRITERIA; WATER DAMAGE
74159,State Farm Lloyds,Insured,Delays (Policyholder Service); Other,Yes,Additional Payment Expected; Contract Language/Legal Issue,9/3/2014,11/12/2014,Property and Casualty,Homeowners,Homeowners,Associated Agent,3105,Ins Co - Licensed/Active,Organization,INDV,
74361,State Farm Lloyds,Insured,Denial Of Claim,No,Additional Monies Received; Claim Settled,9/9/2014,10/31/2014,Property and Casualty,Homeowners,Homeowners,,3105,Ins Co - Licensed/Active,Organization,INDV,
74381,State Farm Lloyds,Insured,Denial Of Claim,No,Information Furnished; Contract Language/Legal Issue; Question of Fact,9/10/2014,12/8/2014,Property and Casualty,Homeowners,Homeowners,Associated Agent; Associated Subject Person,3105,Ins Co - Licensed/Active,Organization,INDV,FOUNDATION ; GR-Claim Evaluation; WATER DAMAGE
74549,State Farm Lloyds,Other,Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Additional Monies Received; Contract Language/Legal Issue,9/4/2014,11/17/2014,Property and Casualty,Homeowners,Homeowners,Associated Subject Person,3105,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING; DAMAGE DISPUTE
75018,State Farm Lloyds,Insured,Unsatisfactory Settle/Offer,No,Information Furnished; Contract Language/Legal Issue,9/10/2014,11/3/2014,Property and Casualty,Homeowners,Homeowners,,3105,Ins Co - Licensed/Active,Organization,INDV,DAMAGE DISPUTE
75610,State Farm Lloyds,Insured,Unsatisfactory Settle/Offer,Yes,Additional Monies Received; Information Furnished; Contract Language/Legal Issue,9/17/2014,11/17/2014,Property and Casualty,Homeowners,Condominium,,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
75617,State Farm Lloyds,Insured,Delays (Claims Handling),No,Information Furnished; Additional Monies Received; Question of Fact,9/17/2014,11/19/2014,Property and Casualty,Homeowners,Rental,Associated Subject Person,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
75768,State Farm Mutual Automobile Insurance Company,Insured,Denial Of Claim,No,Contract Language/Legal Issue; Question of Fact,9/18/2014,12/2/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; BURDEN OF PROOF; DAMAGE DISPUTE; GR-Claim Evaluation
75775,State Farm Lloyds,Insured,Premium and Rating,No,Information Furnished,9/19/2014,11/7/2014,Property and Casualty,Homeowners,Homeowners,GR Elected Official; Insured,3105,Ins Co - Licensed/Active,Organization,INDV,
75796,State Farm Mutual Automobile Insurance Company,Insured,Premium and Rating,No,Information Furnished,9/19/2014,11/19/2014,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,UNDERWRITING CRITERIA
75825,State Farm Mutual Automobile Insurance Company,Provider,Cust Service Claim Handling; Delays (Claims Handling),Yes,Information Furnished; Additional Monies Received,9/24/2014,11/24/2014,Property and Casualty,Automobile,Individual Private Pass,Correspondent Person; Insured,1510,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING; GR-Claim Evaluation
75845,State Farm Lloyds,Insured,Premium and Rating; Use of Credit Reports,No,Information Furnished,9/19/2014,11/24/2014,Property and Casualty,Homeowners,Homeowners,Insured,3105,Ins Co - Licensed/Active,Organization,INDV,CREDIT REPORT; UNDERWRITING CRITERIA
75868,State Farm Mutual Automobile Insurance Company,Third Party,Unsatisfactory Settle/Offer,Yes,Additional Monies Received; Information Furnished,9/19/2014,11/25/2014,Property and Casualty,Automobile,Individual Private Pass,Insured,1510,Ins Co - Licensed/Active,Organization,INDV,DAMAGE DISPUTE; GR-Claim Evaluation
76058,State Farm Mutual Automobile Insurance Company,Insured,Unsatisfactory Settle/Offer,No,Question of Fact,9/22/2014,12/10/2014,Property and Casualty,Automobile,Individual Private Pass,Correspondent Company,1510,Ins Co - Licensed/Active,Organization,INDV,GR-Claim Evaluation
76067,State Farm Lloyds,Insured,Denial Of Claim,No,Company Position Upheld; Contract Language/Legal Issue,9/22/2014,12/5/2014,Property and Casualty,Homeowners,Condominium,Associated Agent; Associated Subject Person,3105,Ins Co - Licensed/Active,Organization,INDV,COVERAGE DISPUTE; GR-Claim Evaluation
76086,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Liability Dispute,Yes,Question of Fact; Other,9/26/2014,12/16/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Company; Associated Subject Person; Insured,1510,Ins Co - Licensed/Active,Organization,INDV,UNDERWRITING CRITERIA
76158,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Delays (Claims Handling),Yes,Additional Monies Received; Question of Fact; Additional Payment Expected,9/22/2014,12/8/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE; DIMINISHED VALUE; GR-Claim Evaluation; LOSS OF USE; SUPPLEMENTARY PAYMENT
76320,State Farm Lloyds,Insured,Delays (Policyholder Service),Yes,Corrective Action Taken; Information Furnished,9/25/2014,12/15/2014,Property and Casualty,Homeowners,Homeowners,Associated Agent; Correspondent Company,3105,Ins Co - Licensed/Active,Organization,INDV,
76335,State Farm Mutual Automobile Insurance Company,Insured,Unsatisfactory Settle/Offer,No,Company Position Upheld; Information Furnished,9/23/2014,12/1/2014,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; COVERAGE DISPUTE; GR-Claim Evaluation; REPAIR CHOICE; UNDERWRITING CRITERIA
76348,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Delays (Claims Handling),No,Question of Fact; Additional Monies Received,9/22/2014,12/19/2014,Property and Casualty,Automobile,Individual Private Pass,Insured,1510,Ins Co - Licensed/Active,Organization,INDV,GR-Claim Evaluation
76373,State Farm Lloyds,Insured,Non-Renewal,No,Cancel/Non-Renewal Upheld; Information Furnished,9/25/2014,12/15/2014,Property and Casualty,Homeowners,Homeowners,,3105,Ins Co - Licensed/Active,Organization,INDV,WATER DAMAGE
76385,State Farm Mutual Automobile Insurance Company,Insured,Unauthorized Acts,No,Insufficient Information,10/2/2014,12/12/2014,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,DEDUCTIBLE; SUBROGATION
76402,State Farm Mutual Automobile Insurance Company,Insured,Delays (Policyholder Service); Refund Of Premium,Yes,Premium Refunded; Information Furnished,9/25/2014,12/1/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Agent,1510,Ins Co - Licensed/Active,Organization,INDV,UNDERWRITING CRITERIA
76437,State Farm Mutual Automobile Insurance Company,Insured,Liability Dispute; Unsatisfactory Settle/Offer,No,Question of Fact,9/26/2014,11/25/2014,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,
76449,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Additional Payment Expected; Question of Fact,9/26/2014,12/9/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Insured,1510,Ins Co - Licensed/Active,Organization,INDV,DAMAGE DISPUTE; GR-Claim Evaluation; LOSS OF USE
76474,State Farm Lloyds,Insured,Premium and Rating,Yes,Information Furnished,9/29/2014,11/25/2014,Property and Casualty,Homeowners,Homeowners,,3105,Ins Co - Licensed/Active,Organization,INDV,
76502,State Farm Mutual Automobile Insurance Company,Third Party,Unsatisfactory Settle/Offer,No,Claim Settled,9/26/2014,11/24/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Correspondent Person,1510,Ins Co - Licensed/Active,Organization,ORG,DAMAGE DISPUTE; LOSS OF USE; SUBROGATION
76556,State Farm Mutual Automobile Insurance Company,Third Party,Liability Dispute; Unsatisfactory Settle/Offer,Yes,Information Furnished; Additional Payment Expected,9/25/2014,11/20/2014,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,COMPARATIVE NEGLIGENCE; GR-Claim Evaluation
76641,State Farm Mutual Automobile Insurance Company,Insured,Delays (Claims Handling),Yes,Information Furnished; Additional Payment Expected,9/29/2014,12/15/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Agent; Associated Subject Person,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
76662,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling),No,Additional Monies Received; Information Furnished; Claim Settled,9/30/2014,12/17/2014,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DIMINISHED VALUE
76724,State Farm Mutual Automobile Insurance Company,Insured,Delays (Claims Handling),Yes,Information Furnished; Additional Payment Expected; Question of Fact,9/29/2014,12/9/2014,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,
76801,State Farm Mutual Automobile Insurance Company,Insured,Unsatisfactory Settle/Offer,No,Information Furnished,10/1/2014,12/8/2014,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,DEDUCTIBLE
76830,State Farm Lloyds,Insured,Premium and Rating,No,Information Furnished,10/6/2014,10/23/2014,Property and Casualty,Homeowners,Homeowners,,3105,Ins Co - Licensed/Active,Organization,INDV,
76837,State Farm Lloyds,Insured,Delays (Policyholder Service),No,Information Furnished,9/30/2014,12/22/2014,Property and Casualty,Homeowners,Homeowners,,3105,Ins Co - Licensed/Active,Organization,INDV,
76875,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling),No,Additional Monies Received; Question of Fact,10/3/2014,12/15/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Correspondent Person; Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; BURDEN OF PROOF; DAMAGE DISPUTE; GR-Claim Evaluation; SUPPLEMENTARY PAYMENT
76895,State Farm Mutual Automobile Insurance Company,Third Party,Unsatisfactory Settle/Offer,No,Information Furnished; Company Position Upheld; Question of Fact,10/2/2014,12/6/2014,Property and Casualty,Automobile,Individual Private Pass,Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DIMINISHED VALUE
76904,State Farm Mutual Automobile Insurance Company,Third Party,Liability Dispute,No,Question of Fact,10/2/2014,12/15/2014,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; COMPARATIVE NEGLIGENCE; GR-Claim Evaluation
77032,State Farm Lloyds,Insured,Unsatisfactory Settle/Offer,No,Company Position Upheld; Information Furnished,10/3/2014,12/6/2014,Property and Casualty,Homeowners,Homeowners,Correspondent Person,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; GR-Claim Evaluation; HAIL; OVERHEAD AND PROFIT; ROOF; UNDERWRITING CRITERIA
77066,State Farm Lloyds,Insured,Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Contract Language/Legal Issue; Question of Fact; Company Position Upheld,10/4/2014,12/17/2014,Property and Casualty,Homeowners,Homeowners,Associated Subject Person,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE; DEDUCTIBLE; GR-Claim Evaluation; HAIL; ROOF
77079,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling),No,Question of Fact; Additional Monies Received,10/6/2014,12/17/2014,Property and Casualty,Automobile,Individual Private Pass,Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
77214,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling),No,Question of Fact; Information Furnished,10/7/2014,12/2/2014,Property and Casualty,Homeowners,Homeowners,Associated Subject Person; Insured,3105,Ins Co - Licensed/Active,Organization,INDV,APPRAISAL
77428,State Farm Mutual Automobile Insurance Company,Insured,Other,No,Information Furnished,10/8/2014,12/10/2014,Property and Casualty,Automobile,Individual Private Pass,Insured; Insured Company,1510,Ins Co - Licensed/Active,Organization,INDV,
77453,State Farm Mutual Automobile Insurance Company,Attorney,Unsatisfactory Settle/Offer,No,Company Position Upheld; Contract Language/Legal Issue,10/9/2014,12/12/2014,Property and Casualty,Automobile,Individual Private Pass,Insured,1510,Ins Co - Licensed/Active,Organization,ORG,COVERAGE DISPUTE
77484,State Farm Mutual Automobile Insurance Company,Third Party,Unsatisfactory Settle/Offer,No,Information Furnished; Question of Fact,10/9/2014,12/11/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Agent,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DIMINISHED VALUE; GR-Claim Evaluation
77521,State Farm Lloyds,Insured,Delays (Claims Handling); Denial Of Claim,No,Information Furnished; Contract Language/Legal Issue; Question of Fact,10/9/2014,12/8/2014,Property and Casualty,Homeowners,Homeowners,Associated Agent; Associated Subject Person,3105,Ins Co - Licensed/Active,Organization,INDV,WATER DAMAGE
77532,State Farm Mutual Automobile Insurance Company,Insured,Unsatisfactory Settle/Offer,No,Information Furnished; Contract Language/Legal Issue,10/14/2014,1/22/2015,Property and Casualty,Automobile,Individual Private Pass,,1510,Ins Co - Licensed/Active,Organization,INDV,DEDUCTIBLE; GR-Claim Evaluation; SUBROGATION
77654,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Information Furnished; Question of Fact,10/9/2014,2/7/2015,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; GR-Claim Evaluation; UNDERWRITING CRITERIA
77664,State Farm Mutual Automobile Insurance Company,Third Party,Denial Of Claim,No,Additional Monies Received; Information Furnished,10/13/2014,12/17/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
77675,State Farm Mutual Automobile Insurance Company,Insured,Refund Of Premium,Yes,Premium Refunded; Information Furnished,10/13/2014,12/16/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Agent,1510,Ins Co - Licensed/Active,Organization,INDV,UNDERWRITING CRITERIA
77749,State Farm Mutual Automobile Insurance Company,Attorney,Unsatisfactory Settle/Offer,Yes,Corrective Action Taken; Additional Monies Received,10/13/2014,12/11/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Agent; Insured,1510,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING
77830,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Denial Of Claim,No,Information Furnished; Question of Fact,10/14/2014,12/12/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; GR-Claim Evaluation
77851,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Information Furnished; Question of Fact,10/14/2014,12/11/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; GR-Claim Evaluation
77866,State Farm Mutual Automobile Insurance Company,Insured,Delays (Claims Handling),Yes,Additional Monies Received; Claim Settled; Information Furnished,10/14/2014,9/1/2016,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person,1510,Ins Co - Licensed/Active,Organization,INDV,
77877,State Farm Lloyds,Insured,Denial Of Claim,No,Question of Fact; Information Furnished,10/10/2014,12/19/2014,Property and Casualty,Homeowners,Rental,Associated Subject Person,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; COVERAGE DISPUTE; GR-Claim Evaluation; WATER DAMAGE
77896,State Farm Lloyds,Consumer (Non-Insured),Unsatisfactory Settle/Offer,Yes,Information Furnished; Additional Monies Received,10/15/2014,12/18/2014,Property and Casualty,Homeowners,Homeowners,Associated Subject Person; Insured,3105,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING; COVERAGE DISPUTE; DAMAGE DISPUTE; GR-Claim Evaluation; OVERHEAD AND PROFIT; UNDERWRITING CRITERIA
77942,State Farm Mutual Automobile Insurance Company,Third Party,Unsatisfactory Settle/Offer,No,Question of Fact,10/14/2014,12/12/2014,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ACV; DAMAGE DISPUTE; TOTAL LOSS
